time,open,high,low,close,vol,id,timestamp,Bollinger Bands,Bollinger Bands2,Bollinger Bands3,Average Directional Index,Correlation Coefficient
1552054200,3985.1,3985.1,3984.7,3984.8,4.40791921,"10","2019-03-08 14:10:00",3979.738834940001,3987.7155567468626,3971.76211313314,25.525844455041845,0.8540193447698635
1552054500,3984.8,3984.8,3983.2,3983.3,12.174712469999998,"11","2019-03-08 14:15:00",3979.913834940001,3988.04040997922,3971.787259900782,26.058072816451144,0.8736903495258304
1552054800,3983.29439848,3983.3,3983.2,3983.2,7.0399687900000005,"12","2019-03-08 14:20:00",3980.0867466100012,3988.3375334054017,3971.8359598146008,26.55228486633121,0.873002623833577
1552055100,3983.2,3984.8,3983.2,3984.7,18.200492760000003,"13","2019-03-08 14:25:00",3980.341746610001,3988.828466804443,3971.8550264155588,27.330244205847915,0.8659761323440875
1552055400,3984.7,3989.3,3984.7,3988.1,19.171592680000007,"14","2019-03-08 14:30:00",3980.846746610001,3989.899131011602,3971.7943622084,28.844264616129138,0.8833628431520599
1552055700,3988.12130511,3988.2,3987.1,3987.2,8.21210878,"15","2019-03-08 14:35:00",3981.3367466100012,3990.647064361998,3972.0264288580042,30.250140711390276,0.8914876101013426
1552056000,3987.2,3989.3,3987.2,3989.3,21.704108259999998,"16","2019-03-08 14:40:00",3982.011746610001,3991.572661051055,3972.450832168947,31.731430452867222,0.9061028758605468
1552056300,3989.3,3997.4,3989.2,3995.7,74.65267525,"17","2019-03-08 14:45:00",3983.066746610001,3993.717842495437,3972.415650724565,34.069530256191356,0.9170325082511861
1552056600,3995.6,3996.2,3992.6,3993,40.97574043000001,"18","2019-03-08 14:50:00",3984.121746610001,3994.309405917828,3973.9340873021742,36.24062293070662,0.9200830000623801
1552056900,3994.7,3994.7,3991.3,3991.9,19.197239839999998,"19","2019-03-08 14:55:00",3985.021746610001,3994.600463986579,3975.443029233423,37.684664116252655,0.8879547557663785
1552057200,3991.9,3992,3990.8,3990.8,22.299009579999993,"20","2019-03-08 15:00:00",3985.681746610001,3994.9375882508,3976.425904969202,38.80463777678562,0.8510785852919623
1552057500,3990.8,3990.9,3990.63563176,3990.8,16.393774070000003,"21","2019-03-08 15:05:00",3986.3567466100008,3995.019117693345,3977.6943755266566,39.768480675277765,0.8318520852719585
1552057800,3990.8,3990.9,3990.8,3990.8,5.20973253,"22","2019-03-08 15:10:00",3986.911535190001,3995.2123069458216,3978.61076343418,40.663477652449046,0.8133765139861866
1552058100,3990.9,3991,3990.8,3990.8,42.89375502000002,"23","2019-03-08 15:15:00",3987.206535190001,3995.6189955134637,3978.7940748665383,41.511172981294955,0.8349684339091386
1552058400,3990.8,3990.9,3990.2,3990.9,7.482697889999998,"24","2019-03-08 15:20:00",3987.6215351900005,3995.9019272014352,3979.3411431785657,41.96528659689018,0.8277084544574266
1552058700,3990.72166522,3990.9,3990.2,3990.7,4.933785059999999,"25","2019-03-08 15:25:00",3988.0965351900004,3995.9266410731307,3980.26642930687,42.38696352565717,0.8014790528311391
1552059000,3990.7,3990.8,3990.12913668,3990.6,16.306483499999995,"26","2019-03-08 15:30:00",3988.631535190001,3995.5584744511634,3981.704595928839,42.734482551134086,0.7331904148655977
1552059300,3990.6,3990.67469858,3990.56229154,3990.6,11.670265550000002,"27","2019-03-08 15:35:00",3988.9650000000015,3995.590186789821,3982.339813210182,43.05717878907693,0.7256800437709328
1552059600,3990.6,3990.67469858,3989.3,3989.3,8.98144853,"28","2019-03-08 15:40:00",3989.0800000000017,3995.6443278406873,3982.515672159316,42.52268843517603,0.7257009571860054
1552059900,3989.3,3989.3,3988.7,3988.7,2.03642344,"29","2019-03-08 15:45:00",3989.260000000001,3995.5704358011167,3982.9495641988856,41.6485888890803,0.7032096163218342
1552060200,3988.7,3988.7,3988.3,3988.4,8.85338574,"30","2019-03-08 15:50:00",3989.440000000001,3995.428455560494,3983.451544439508,40.58337610565011,0.6760245132601559
1552060500,3988.33799629,3988.4,3988.3,3988.3,3.29277156,"31","2019-03-08 15:55:00",3989.690000000001,3995.012743653419,3984.367256346583,39.59424994960779,0.5662705411092674
1552060800,3988.3,3989.2,3988.3,3989.2,3.9322236299999993,"32","2019-03-08 16:00:00",3989.9900000000007,3994.4166917669977,3985.5633082330037,38.98683631716754,0.4335507770975219
1552061100,3989.1,3990,3989.1,3990,8.63428989,"33","2019-03-08 16:05:00",3990.255000000001,3993.9587683512887,3986.5512316487134,38.71893053785878,0.5260952776511535
1552061400,3990,3990.3,3989.9,3990.2,5.2980177899999985,"34","2019-03-08 16:10:00",3990.3600000000006,3993.9300980378703,3986.789901962131,38.579887809936764,0.5492615442282991
1552061700,3990.2,3990.3,3989.4,3989.4,13.442112249999997,"35","2019-03-08 16:15:00",3990.4700000000003,3993.769151406044,3987.1708485939566,38.05183863962295,0.592659974310454
1552062000,3989.4,3989.41728005,3988.4,3988.42885175,7.356961050000001,"36","2019-03-08 16:20:00",3990.4264425875,3993.808200746056,3987.0446844289436,36.80397124576505,0.6631920031933962
1552062300,3988.42885175,3988.42885175,3988,3988,18.787528990000002,"37","2019-03-08 16:25:00",3990.0414425875,3992.5828656952217,3987.5000194797785,35.35538864394912,0.5086518935155842
1552062600,3988,3988.09169695,3988,3988,7.442711749999998,"38","2019-03-08 16:30:00",3989.7914425875,3992.091815728419,3987.491069446581,34.01027622797718,0.3811546407275069
1552062900,3988,3992.45420529,3988,3988,79.34254263000003,"39","2019-03-08 16:35:00",3989.5964425875004,3991.80828955869,3987.384595616311,34.541496949244205,0.4997585542529706
1552063200,3988,3988.1,3988,3988.03904545,5.42761364,"40","2019-03-08 16:40:00",3989.45839486,3991.69701617756,3987.2197735424406,35.03477333327787,0.6193783230264488
1552063500,3988.03904545,3988.1,3988.03904545,3988.03904545,11.895075570000003,"41","2019-03-08 16:45:00",3989.3203471325005,3991.5515186593802,3987.0891756056208,35.49281568988056,0.6006232897978135
1552063800,3988.1,3988.1,3988,3988,32.94088994,"42","2019-03-08 16:50:00",3989.1803471325,3991.3736357981247,3986.9870584668756,35.8845317590236,0.5711641415462713
1552064100,3988,3988.04306726,3987.2,3987.2,11.21892714,"43","2019-03-08 16:55:00",3989.0003471325,3991.2230965654226,3986.777597699577,35.55969339642791,0.6373085181300804
1552064400,3987.25642667,3987.25642667,3986,3986,6.323971369999999,"44","2019-03-08 17:00:00",3988.7553471325,3991.1593428523915,3986.3513514126084,34.324884032972406,0.6374497736549306
1552064700,3986,3986.1,3986,3986,6.018379010000001,"45","2019-03-08 17:05:00",3988.5203471325003,3991.0343773690643,3986.0063168959364,33.17827533833516,0.6628276377254616
1552065000,3986,3986,3985.3,3985.4,4.25493386,"46","2019-03-08 17:10:00",3988.2603471324996,3990.930978156426,3985.589716108573,31.58089439097432,0.7046701479352087
1552065300,3985.40868494,3993.4,3985.40868494,3993.4,10.843120439999996,"47","2019-03-08 17:15:00",3988.400347132499,3991.7532982621096,3985.0473960028885,32.75960385908628,0.3791864714080569
1552065600,3992.4,3992.98647874,3992,3992,3.6540134299999996,"48","2019-03-08 17:20:00",3988.535347132499,3992.223030195678,3984.8476640693198,33.85411979376168,0.27115689439788054
1552065900,3992.2,3993.2,3991,3992,14.77480987,"49","2019-03-08 17:25:00",3988.7003471324992,3992.686002431137,3984.7146918338617,34.22031547469322,0.2277633303159332
1552066200,3992.1,3992.1,3991,3991.1,4.6453663700000005,"50","2019-03-08 17:30:00",3988.8353471325,3992.951920131544,3984.718774133456,34.5603543212725,0.17911257959923887
1552066500,3990.5,3994.0868314,3990.5,3994,14.385957300000001,"51","2019-03-08 17:35:00",3989.1203471325,3993.7999498714466,3984.440744393553,35.41682531056706,0.2841315485876012
1552066800,3994.0868314,3994.96385894,3994,3994.96385894,10.717558869999994,"52","2019-03-08 17:40:00",3989.4085400794997,3994.7371907744296,3984.07988938457,36.424736727728785,0.4162905108927754
1552067100,3994.9,4000,3994.9,3996.471651,72.96599486999999,"53","2019-03-08 17:45:00",3989.7321226295,3995.887058678677,3983.5771865803226,38.28419250167602,0.5678051124175342
1552067400,3996.471651,3999.9,3996.42524351,3998.6,16.67513462,"54","2019-03-08 17:50:00",3990.1521226295,3997.4227282256206,3982.881517033379,40.01083000605559,0.6619493216514041
1552067700,3998.65588056,3998.7,3996.9,3997.4,12.429648860000004,"55","2019-03-08 17:55:00",3990.5521226295,3998.4650811988304,3982.6391640601696,41.614136260122336,0.7248638359900309
1552068000,3997.41964631,3997.6,3996.9,3997.1,7.6339926700000005,"56","2019-03-08 18:00:00",3990.9856800420007,3999.3245234250176,3982.646836658984,43.1029206388986,0.7480747443191269
1552068300,3997.2,4001.9,3997.1,4001.7,50.02615668999999,"57","2019-03-08 18:05:00",3991.6706800420006,4001.095958941658,3982.2454011423433,45.09495248898966,0.6401344559914938
1552068600,4001.4,4002,4001.3,4001.3,13.97973437,"58","2019-03-08 18:10:00",3992.3356800420006,4002.480479917448,3982.190880166553,46.9564260701482,0.44587640347189006
1552068900,4001.4,4001.4,4001,4001,143.48816230999998,"59","2019-03-08 18:15:00",3992.9856800420007,4003.5914062450706,3982.3799538389308,48.46536054756774,0.4218188433892441
1552069200,4001.1,4001.1,3995.1,3995.7,11.579165829999999,"60","2019-03-08 18:20:00",3993.3687277695003,4003.7838222893706,3982.95363324963,46.558052160786474,0.42843216609677626
1552069500,3995.7,3995.7,3990,3990.2,12.524534339999994,"61","2019-03-08 18:25:00",3993.4767754970003,4003.711743060322,3983.2418079336785,43.453601546340174,0.4414914902230085
1552069800,3989.9,3993.5,3989.9,3993.4,10.274901230000001,"62","2019-03-08 18:30:00",3993.746775497,4003.6697350327795,3983.82381596122,40.60060896989235,0.4794968753293508
1552070100,3993.4,3993.4,3990,3991.2,8.55553335,"63","2019-03-08 18:35:00",3993.946775497,4003.4877547524816,3984.4057962415186,37.95140157747651,0.4556744415652803
1552070400,3991.2842544,3992.4,3991.2842544,3992.4,0.74831864,"64","2019-03-08 18:40:00",3994.266775497,4003.1250450730063,3985.4085059209933,35.491423284518945,0.44696867194683937
1552070700,3992.37963363,3995.2,3992.35464905,3995.1,2.3429636999999963,"65","2019-03-08 18:45:00",3994.7217754969997,4002.7287585163476,3986.714792477652,33.67052065859883,0.3657800579880646
1552071000,3995.2,4000.3,3995.1,3998,6.197520490000001,"66","2019-03-08 18:50:00",3995.3517754970003,4002.228869982846,3988.4746810111546,33.29007488359412,0.19630540868714352
1552071300,3998,3998,3995.6,3995.9,2.14469388,"67","2019-03-08 18:55:00",3995.4767754970003,4002.2980769175683,3988.6554740764323,32.936803806804036,0.1667878178355226
1552071600,3995.7,3995.8,3991.8,3992.3,4.898570219999997,"68","2019-03-08 19:00:00",3995.491775497,4002.2836853911763,3988.699865602824,31.235823700910164,0.16758794678661976
1552071900,3992.3,3995.4,3992.2,3995.4,25.590786419999997,"69","2019-03-08 19:05:00",3995.6617754970002,4002.2631106145873,3989.060440379413,29.656342174008714,0.1454164414318639
1552072200,3994.9,3996.8,3994.2,3995.66117485,7.791425799999997,"70","2019-03-08 19:10:00",3995.8898342394996,4002.1514333251735,3989.6282351538257,28.580076790882135,-0.011173855857402376
1552072500,3995.6,3995.6,3993,3994,22.598013889999983,"71","2019-03-08 19:15:00",3995.8898342394996,4002.1514333251735,3989.6282351538257,27.150194183632408,0.02940858042174367
1552072800,3994.08750459,3995,3992.87368208,3993.8,6.451503649999999,"72","2019-03-08 19:20:00",3995.8316412925,4002.1479751035054,3989.515307481495,25.776485174744913,0.05785561483487375
1552073100,3994.9,3995,3993.4,3993.8,2.951681669999999,"73","2019-03-08 19:25:00",3995.6980587425,4002.0673826002208,3989.3287348847794,24.50089823792081,0.07513459885255447
1552073400,3993.9,3994.9,3993.9,3994.9,0.56060853,"74","2019-03-08 19:30:00",3995.5130587424997,4001.7480016727463,3989.278115812253,23.316424653727005,0.015539491470520592
1552073700,3994.150632,3997.1,3993.2,3997,53.007662399999994,"75","2019-03-08 19:35:00",3995.4930587424997,4001.706190218835,3989.279927266164,22.967712234751446,-0.07714525190733687
1552074000,3997.03209108,3997.05904102,3997,3997.05904102,4.0025043700000005,"76","2019-03-08 19:40:00",3995.4910107934993,4001.702048872881,3989.279972714118,22.643907845702714,-0.18049251633924981
1552074300,3997.1,4004,3997,4004,61.91678076999998,"77","2019-03-08 19:45:00",3995.6060107934995,4002.3361195662837,3988.8759020207153,24.060311393921324,0.5191130473991541
1552074600,4003.9,4009.3,4003.9,4004.9,161.6006357399999,"78","2019-03-08 19:50:00",3995.786010793499,4003.2663923713912,3988.3056292156066,26.177122163326892,0.7697258851834119
1552074900,4005,4017.9,4004.9,4012.6,170.69071372999974,"79","2019-03-08 19:55:00",3996.3660107934993,4006.647811145044,3986.0842104419544,28.983574563028526,0.9173362473967378
1552075200,4012.6,4021,4012.6,4014.8,73.35799138000004,"80","2019-03-08 20:00:00",3997.3210107934997,4010.3571527076815,3984.284868879318,31.811127751596175,0.9467326668224423
1552075500,4014.9,4020.5,4000.9,4000.9,54.37936798000004,"81","2019-03-08 20:05:00",3997.8560107934995,4010.5531037604155,3985.1589178265835,31.2164497560819,0.9432989024394933
1552075800,4002,4003.8,3997.4,4001,23.868724759999992,"82","2019-03-08 20:10:00",3998.2360107934996,4010.8314185676954,3985.640603019304,29.964564403077336,0.9363711879795127
1552076100,4001,4005.03637267,4001,4001,8.834789899999995,"83","2019-03-08 20:15:00",3998.7260107935,4010.9452879688383,3986.5067336181614,28.982692319008514,0.9379371097765166
1552076400,4001,4001.3,3997,4001.3,13.911291739999996,"84","2019-03-08 20:20:00",3999.1710107935005,4011.080672260683,3987.261349326318,27.30217079231964,0.9343165385698106
1552076700,4000,4000.6,3997.1,3997.9,11.622679939999998,"85","2019-03-08 20:25:00",3999.3110107935,4011.0910831266465,3987.5309384603534,25.741686517537115,0.925081989720064
1552077000,3997.909887,4002.6,3997.7,4000,19.22816958,"86","2019-03-08 20:30:00",3999.4110107935,4011.1788183862236,3987.643203200776,24.63684662187183,0.9269444284035658
1552077300,3999.4,3999.9,3997.5864726,3999.1,6.68818195,"87","2019-03-08 20:35:00",3999.5710107935,4011.230033124883,3987.9119884621173,23.58645985084927,0.9241671290657335
1552077600,3999.1,3999.1,3997.5,3999,0.5055122,"88","2019-03-08 20:40:00",3999.9060107935,4011.085259104416,3988.7267624825845,22.59114651323522,0.914938581928714
1552077900,3999.1,3999.6,3999,3999.6,1.24024603,"89","2019-03-08 20:45:00",4000.1160107935007,4011.104964095068,3989.127057491933,21.7674552477074,0.9100856661392214
1552078200,3999.55064643,4000,3999.5,4000,2.8475501899999993,"90","2019-03-08 20:50:00",4000.3329520510006,4011.1312120808084,3989.5346920211928,21.086729798245543,0.8973582992614015
1552078500,3999.97754914,4006.2,3999.9,4006.1,26.893279050000004,"91","2019-03-08 20:55:00",4000.937952051001,4011.6041993641147,3990.2717047378874,21.589497906509703,0.8828570986262526
1552078800,4006.1,4013,4005.1,4006.9,68.93803496000004,"92","2019-03-08 21:00:00",4001.592952051001,4012.0319109548986,3991.153993147103,22.960743817659605,0.8597830924798842
1552079100,4009.2,4009.3,4006.2,4006.3,8.816438009999999,"93","2019-03-08 21:05:00",4002.217952051001,4012.2026705118424,3992.233233590159,24.2340435922988,0.829440319330153
1552079400,4006.2,4006.3,4003.9,4003.9,1.7771111600000005,"94","2019-03-08 21:10:00",4002.6679520510006,4012.088141823965,3993.247762278036,24.766395671840783,0.8043592051761551
1552079700,4004,4005,4002,4003.4,13.386021709999994,"95","2019-03-08 21:15:00",4002.9879520510003,4012.0440228384946,3993.931881263506,24.74925132647416,0.807112305564333
1552080000,4003.3,4003.3,4000,4001.3,4.8350047799999984,"96","2019-03-08 21:20:00",4003.2000000000007,4011.8817049016893,3994.518295098312,24.21688750167024,0.8489794665540511
1552080300,4001.4,4001.7,4001.3,4001.5,0.83777627,"97","2019-03-08 21:25:00",4003.0750000000007,4011.778993336395,3994.3710066636063,23.722549664352314,0.8521163904013835
1552080600,4001.6,4003.4,3985.1,3987.9,26.25947374999999,"98","2019-03-08 21:30:00",4002.225000000001,4013.099718387159,3991.3502816128425,23.749625469573235,0.8496499255578523
1552080900,3987.23941296,3989,3978.5,3985.7,41.27761796999997,"99","2019-03-08 21:35:00",4000.88,4012.8845991186713,3988.875400881329,24.50168674551287,0.8152856175939333
1552081200,3984.3,3986.7,3979.5,3979.5,12.972408760000004,"100","2019-03-08 21:40:00",3999.1150000000002,4012.691343395775,3985.5386566042253,25.200029358885388,0.8304862511026935
1552081500,3979.6,3980,3979.5,3979.8,46.507926990000016,"101","2019-03-08 21:45:00",3998.0600000000004,4013.9924072255267,3982.127592774474,25.848490357017013,0.893957036046212
1552081800,3979.8,3979.9,3979.8,3979.8,2.6519370099999993,"102","2019-03-08 21:50:00",3997.000000000001,4014.728620927755,3979.271379072247,26.450632712424948,0.8316437606606867
1552082100,3979.8,3979.8,3972.6,3973.5,30.16448469,"103","2019-03-08 21:55:00",3995.625000000001,4015.9717810722,3975.278218927802,27.781531720335213,0.8660812720768137
1552082400,3973,3973,3850,3893.7,2451.064439919996,"104","2019-03-08 22:00:00",3990.2450000000003,4038.9226529836847,3941.567347016316,31.962936298489137,0.9774142462375662
1552082700,3893.6,3913.7,3892.6,3908.2,201.20729655999983,"105","2019-03-08 22:05:00",3985.7600000000007,4045.9564251430274,3925.563574856974,35.84566912106064,0.981409333242429
1552083000,3909.7,3929.4,3908.8345796,3919.2,169.25018356,"106","2019-03-08 22:10:00",3981.7200000000003,4048.081241700258,3915.3587582997425,38.1157420213981,0.9803329700541605
1552083300,3917,3923,3914.2684819,3922.8,44.42373644000001,"107","2019-03-08 22:15:00",3977.905,4048.4705574625473,3907.339442537453,40.22366685742574,0.9808963354247336
1552083600,3922.8,3926.6,3922.8,3924.5,63.70906059999997,"108","2019-03-08 22:20:00",3974.1800000000003,4047.701523379212,3900.6584766207884,41.86985185901788,0.9805684148400742
1552083900,3924.6,3925,3912.3,3915.3,48.66873243000002,"109","2019-03-08 22:25:00",3969.965,4046.7665956865485,3893.163404313452,43.596454295480044,0.9822275678146212
1552084200,3915.3,3919.7,3909.4,3919.7,37.44008817000003,"110","2019-03-08 22:30:00",3965.95,4044.428646777324,3887.4713532226756,45.25298079928213,0.9829147541659149
1552084500,3919.4859473,3925.7,3917.9,3925.2,29.31143343,"111","2019-03-08 22:35:00",3961.9049999999997,4040.027710526453,3883.7822894735464,46.23558072216586,0.9831241018326802
1552084800,3925.1,3925.2,3922.3,3924.3,9.023228009999999,"112","2019-03-08 22:40:00",3957.775,4034.6700421028563,3880.879957897144,47.14799493627217,0.9834512259643717
1552085100,3924.2,3924.2,3920,3920.5,14.685419600000003,"113","2019-03-08 22:45:00",3953.4849999999997,4028.6260746529483,3878.343925347051,48.05470951888526,0.983594777155928
1552085400,3920.4,3920.6,3917.5,3918.5,23.443330630000023,"114","2019-03-08 22:50:00",3949.215,4022.082723307374,3876.347276692626,48.963277683194974,0.983274495391319
1552085700,3918.5,3930.2,3918.5,3929.1,21.12557738,"115","2019-03-08 22:55:00",3945.500000000001,4014.4073290731844,3876.5926709268174,48.80063986556225,0.9825765380915821
1552086000,3929.1,3930.1,3922.5,3929.6,86.76352031999993,"116","2019-03-08 23:00:00",3941.915000000001,4006.1383999411437,3877.691600058858,48.64961903490329,0.9818346718306474
1552086300,3929.5,3938,3929.5,3938,46.205332370000036,"117","2019-03-08 23:05:00",3938.7400000000007,3996.854659080133,3880.6253409198684,47.70076076148752,0.9792090379653021
1552086600,3937.9,3938,3937.9,3937.9,37.617993980000016,"118","2019-03-08 23:10:00",3936.2400000000007,3989.8041073854506,3882.675892614551,46.81967807903003,0.9719665304068551
1552086900,3937.98049671,3937.98049671,3922.6344178,3930.4,18.47204082,"119","2019-03-08 23:15:00",3933.475000000001,3982.0146281403154,3884.9353718596863,46.68229001168236,0.9653112127636273
1552087200,3931.8,3934.5,3927.19058525,3930.3,16.788375949999995,"120","2019-03-08 23:20:00",3931.015000000001,3974.7213507971105,3887.308649202891,46.554715377716676,0.9594652129590998
1552087500,3930.3,3934.9,3930.3,3934.9,8.20403507,"121","2019-03-08 23:25:00",3928.7700000000004,3966.414500262323,3891.1254997376777,46.390083011790516,0.9497066516001678
1552087800,3935.8,3941.7,3933.1,3941.7,21.146856930000006,"122","2019-03-08 23:30:00",3926.8650000000002,3957.1175552639775,3896.612444736023,45.45924767416692,0.9174154037251593
1552088100,3941.7,3941.7,3938.2,3941.5,8.197586970000001,"123","2019-03-08 23:35:00",3925.2650000000003,3947.911171861929,3902.618828138072,44.594900574944994,0.8533838497724177
1552088400,3941.6,3943.3,3941.6,3943.2,11.365847370000001,"124","2019-03-08 23:40:00",3927.7400000000002,3946.5391914719758,3908.9408085280247,43.59998926137631,0.8736757861678663
1552088700,3943.2,3943.3,3938.2,3941.6,56.08819647000001,"125","2019-03-08 23:45:00",3929.4100000000008,3946.854529228386,3911.9654707716154,42.89483903381745,0.8559531518479274
1552089000,3941.5,3941.6,3937.6,3939.6,17.248998499999995,"126","2019-03-08 23:50:00",3930.430000000001,3947.7524825010746,3913.107517498928,42.27945282967105,0.8607111475082548
1552089300,3939.7,3940.7,3939.6,3940.5,1.41998551,"127","2019-03-08 23:55:00",3931.315000000001,3948.7956493014426,3913.8343506985593,41.70802278296368,0.8711201815738817
1552089600,3940.5,3940.67797457,3936.6,3936.6,60.89974333999999,"128","2019-03-09 00:00:00",3931.920000000001,3949.2522358626934,3914.5877641373086,41.39352893109029,0.891240829651407
1552089900,3936.6,3939.5,3933.9,3938.879656,15.148052309999992,"129","2019-03-09 00:05:00",3933.098982800001,3948.887867515423,3917.3100980845793,41.29278941582565,0.8673090122011787
1552090200,3939.3,3939.3,3938.7,3938.7,3.02283439,"130","2019-03-09 00:10:00",3934.0489828000013,3948.747506919003,3919.3504586809995,41.19924558022278,0.8621559395757623
1552090500,3938.7,3938.7,3936.4,3937.1,2.5781030100000004,"131","2019-03-09 00:15:00",3934.6439828000016,3948.815480714791,3920.472484885212,41.28597004576821,0.8626207556369012
1552090800,3937.1,3946,3937.1,3945.8,26.15249017,"132","2019-03-09 00:20:00",3935.718982800002,3949.850529108488,3921.5874364915157,40.12976386529193,0.8730706309375482
1552091100,3946,3948,3945.9,3948,55.58549399,"133","2019-03-09 00:25:00",3937.093982800002,3950.359701411102,3923.828264188902,38.74671101591162,0.870843251161352
1552091400,3948,3949.1,3947.9,3949.1,13.957804800000002,"134","2019-03-09 00:30:00",3938.623982800002,3949.862191767488,3927.385773832516,37.2890711348388,0.8827075554151008
1552091700,3949.1,3954.4,3949,3954.4,30.319750140000004,"135","2019-03-09 00:35:00",3939.8889828000015,3952.198805498192,3927.579160101811,35.1372637666521,0.9402760210827265
1552092000,3954.5,3963,3954.5,3960,191.93394081999986,"136","2019-03-09 00:40:00",3941.408982800001,3955.621938298872,3927.19602730113,33.20005113622016,0.9611185411531026
1552092300,3960.1,3960.1,3954.9,3955.2,8.836784360000001,"137","2019-03-09 00:45:00",3942.268982800001,3957.5909899253384,3926.946975674664,31.401210836533355,0.9663789778960975
1552092600,3955.1,3955.2,3955.1,3955.1,8.047842209999999,"138","2019-03-09 00:50:00",3943.1289828000017,3959.281843249002,3926.9761223510013,29.730859129681324,0.9649007637425447
1552092900,3955.1,3955.2,3952.2,3952.3,7.15786622,"139","2019-03-09 00:55:00",3944.223982800002,3959.7331707657495,3928.7147948342545,27.745434206037928,0.9571684456256293
1552093200,3952.3,3953.3,3952.2,3953.3,6.361538699999999,"140","2019-03-09 01:00:00",3945.373982800002,3959.9665929022726,3930.7813726977315,25.901825348369055,0.9430998736430999
1552093500,3953.5,3955.2,3953.5,3955.1,4.205302019999997,"141","2019-03-09 01:05:00",3946.3839828000027,3960.731180734543,3932.0367848654623,24.47726624532749,0.9453164741369915
1552093800,3955.1,3956.0082051,3955.1,3956.0082051,14.59116992,"142","2019-03-09 01:10:00",3947.099393055003,3961.861914290987,3932.336871819019,23.278371144478374,0.9462678292819251
1552094100,3957,3960.5,3957,3960.4,2.5745464499999993,"143","2019-03-09 01:15:00",3948.0443930550027,3963.647935016592,3932.4408510934136,22.820683733328593,0.9512275869621091
1552094400,3960.4,3960.4,3959.2,3959.2,14.030061389999998,"144","2019-03-09 01:20:00",3948.844393055003,3965.0031803298907,3932.685605780115,22.39568828011808,0.9552212734837047
1552094700,3959.2,3959.3,3957.8,3957.9,2.3782200099999993,"145","2019-03-09 01:25:00",3949.659393055002,3965.918361763886,3933.400424346118,21.711426670952243,0.9556934288357052
1552095000,3957.5,3957.87439595,3957.5,3957.6,3.3862190099999996,"146","2019-03-09 01:30:00",3950.559393055002,3966.4806503382847,3934.6381357717196,21.012036078482513,0.953541701821436
1552095300,3957.4,3957.4,3954.2,3954.3,21.273990369999993,"147","2019-03-09 01:35:00",3951.249393055002,3966.551098313465,3935.9476877965394,19.675100901549193,0.9523485000250558
1552095600,3955.1,3955.1,3954.1,3954.4,5.447963599999999,"148","2019-03-09 01:40:00",3952.1393930550016,3965.9248239610442,3938.353962148959,18.413212022547835,0.9408491375736554
1552095900,3954.2,3954.2,3954.1,3954.2,5.09361086,"149","2019-03-09 01:45:00",3952.9054102550012,3965.2899195591804,3940.520900950822,17.241458063475147,0.9236321765823882
1552096200,3954.1,3954.2,3954,3954.1,9.663711669999996,"150","2019-03-09 01:50:00",3953.6754102550017,3964.207795717683,3943.1430247923204,16.129827618300023,0.8901912333511739
1552096500,3954.1,3954.1,3954,3954,0.09719299,"151","2019-03-09 01:55:00",3954.5204102550015,3961.8106276873345,3947.2301928226684,15.097599347780264,0.8355500846324868
1552096800,3954.1,3954.1,3951.8,3952.3,22.798500420000003,"152","2019-03-09 02:00:00",3954.8454102550013,3961.050384352264,3948.640436157739,14.45310155285116,0.7772752275278143
